score,votes,runtime,budget,gross,movie_status
6.4,68000.0,90.0,,125687.0,Flop
6.6,31000.0,120.0,16000000.0,5952884.0,Flop
5.7,36000.0,97.0,,29128433.0,Flop
7.4,44000.0,106.0,,3025189.0,Flop
5.8,73000.0,93.0,13000000.0,48065672.0,Hit
7.5,5300.0,108.0,,506303.0,Flop
5.8,11000.0,118.0,,2966268.0,Flop
5.6,61000.0,88.0,30000000.0,62675095.0,Hit
5.0,45000.0,86.0,2500000.0,60159584.0,Hit
8.0,41000.0,137.0,,24706166.0,Flop
6.5,48000.0,93.0,,1662515.0,Flop
7.2,40000.0,160.0,,30991781.0,Flop
6.5,29000.0,101.0,8000000.0,925762.0,Flop
6.7,32000.0,96.0,50000.0,587174.0,Hit
6.4,15000.0,93.0,10000000.0,1412181.0,Flop
6.3,12000.0,90.0,,97195.0,Flop
6.1,8000.0,107.0,,652228.0,Flop
5.7,36000.0,106.0,35000000.0,17056265.0,Flop
7.7,46000.0,130.0,11000000.0,12673462.0,Flop
6.4,14000.0,98.0,,500207.0,Flop
6.0,37000.0,96.0,,805574.0,Flop
5.6,20000.0,86.0,,123854.0,Flop
6.5,18000.0,122.0,,758754.0,Flop
6.2,40000.0,128.0,28000000.0,9058564.0,Flop
7.4,55000.0,82.0,,11156836.0,Flop
5.8,14000.0,94.0,,8366493.0,Flop
7.2,29000.0,112.0,,5853509.0,Flop
6.6,48000.0,89.0,10000000.0,7804337.0,Flop
6.7,31000.0,93.0,,3114953.0,Flop
6.4,21000.0,96.0,,1031243.0,Flop
6.1,36000.0,105.0,25000000.0,5464885.0,Flop
6.8,49000.0,116.0,6500000.0,2891812.0,Flop
7.8,52000.0,104.0,1000000.0,11621777.0,Hit
7.6,21000.0,135.0,,31673928.0,Flop
6.4,28000.0,103.0,,443990.0,Flop
4.4,23000.0,90.0,18000000.0,11806432.0,Flop
8.0,1100000.0,121.0,170000000.0,773350147.0,Hit
8.6,1600000.0,169.0,165000000.0,701729206.0,Hit
7.4,565000.0,101.0,20000000.0,86081711.0,Hit
7.9,620000.0,113.0,178000000.0,370541256.0,Hit
8.1,893000.0,149.0,61000000.0,369330363.0,Hit
7.7,764000.0,136.0,170000000.0,714421503.0,Hit
8.1,734000.0,99.0,25000000.0,172945750.0,Hit
8.5,749000.0,106.0,3300000.0,49396747.0,Hit
7.7,607000.0,129.0,81000000.0,414351546.0,Hit
7.7,493000.0,108.0,15000000.0,36869414.0,Hit
6.6,435000.0,139.0,85000000.0,288885818.0,Hit
7.8,486000.0,117.0,8500000.0,47398992.0,Hit
7.4,487000.0,144.0,250000000.0,962182865.0,Hit
7.2,344000.0,132.0,55000000.0,192330738.0,Hit
6.8,431000.0,113.0,34000000.0,348319861.0,Hit
6.4,460000.0,89.0,40000000.0,458863600.0,Hit
7.3,202000.0,114.0,11000000.0,48428048.0,Hit
7.7,164000.0,86.0,1600000.0,7253160.0,Hit
8.0,707000.0,114.0,14000000.0,233555708.0,Hit
7.6,442000.0,134.0,68000000.0,211822697.0,Hit
7.9,673000.0,132.0,200000000.0,746045700.0,Hit
7.5,262000.0,97.0,5100000.0,4942449.0,Flop
6.4,143000.0,103.0,9000000.0,111928365.0,Hit
7.7,594000.0,119.0,18000000.0,103215094.0,Hit
6.8,217000.0,100.0,1000000.0,21947454.0,Hit
6.5,124000.0,117.0,40000000.0,127994610.0,Hit
6.0,149000.0,98.0,100000000.0,244819862.0,Hit
7.4,183000.0,141.0,50000000.0,84419388.0,Flop
5.3,35000.0,118.0,65000000.0,136853506.0,Hit
6.4,394000.0,123.0,160000000.0,524976069.0,Hit
6.5,114000.0,97.0,25000000.0,66980456.0,Hit
6.2,286000.0,102.0,110000000.0,337580051.0,Hit
7.3,451000.0,133.0,58800000.0,547426372.0,Hit
7.2,127000.0,102.0,,25574387.0,Flop
7.8,423000.0,102.0,165000000.0,657869686.0,Hit
6.6,427000.0,142.0,200000000.0,708982323.0,Hit
7.0,353000.0,97.0,180000000.0,758411779.0,Hit
5.9,135000.0,125.0,50000000.0,212902372.0,Hit
7.2,155000.0,137.0,65000000.0,161459297.0,Hit
7.7,331000.0,100.0,60000000.0,468060692.0,Hit
6.6,424000.0,123.0,125000000.0,755356711.0,Hit
5.3,48000.0,102.0,3000000.0,1882074.0,Flop
6.2,111000.0,98.0,127000000.0,363204635.0,Hit
7.7,352000.0,126.0,12000000.0,307166834.0,Hit
6.2,83000.0,93.0,5000000.0,41898409.0,Hit
5.4,147000.0,99.0,6500000.0,257579282.0,Hit
7.9,341000.0,165.0,4000000.0,48137666.0,Hit
7.7,417000.0,123.0,15000000.0,123726688.0,Hit
6.1,173000.0,126.0,80000000.0,214657577.0,Hit
6.5,313000.0,112.0,44000000.0,11782625.0,Flop
7.1,146000.0,106.0,12600000.0,18658381.0,Flop
5.6,302000.0,165.0,210000000.0,1104054072.0,Hit
6.7,97000.0,148.0,20000000.0,14710975.0,Flop
6.3,294000.0,97.0,18000000.0,270665134.0,Hit
6.8,203000.0,94.0,2000000.0,10312540.0,Hit
5.1,109000.0,94.0,40000000.0,126069509.0,Hit
6.0,133000.0,109.0,40000000.0,196710396.0,Hit
8.1,184000.0,122.0,3300000.0,30642704.0,Hit
7.1,123000.0,115.0,15000000.0,52501541.0,Hit
7.0,137000.0,134.0,24000000.0,19206513.0,Flop
6.7,95000.0,100.0,5000000.0,2700051.0,Flop
5.8,203000.0,101.0,125000000.0,485004754.0,Hit
6.1,219000.0,117.0,100000000.0,242688965.0,Hit
7.0,354000.0,112.0,50000000.0,331333876.0,Hit
7.6,419000.0,130.0,170000000.0,710644566.0,Hit
6.5,155000.0,102.0,65000000.0,39407616.0,Flop
5.7,41000.0,90.0,28000000.0,71416730.0,Hit
5.5,53000.0,104.0,30000000.0,15642346.0,Flop
6.1,127000.0,118.0,70000000.0,156706638.0,Hit
5.7,25000.0,87.0,1000000.0,24343.0,Flop
5.6,131000.0,109.0,40000000.0,169837010.0,Hit
6.8,54000.0,95.0,,462875.0,Flop
7.8,313000.0,102.0,145000000.0,621537519.0,Hit
5.7,246000.0,138.0,125000000.0,359200044.0,Hit
6.5,115000.0,114.0,28000000.0,58834384.0,Hit
6.4,165000.0,132.0,66000000.0,203277636.0,Hit
6.3,83000.0,101.0,103000000.0,498781117.0,Hit
5.5,74000.0,102.0,95000000.0,114178613.0,Flop
6.0,162000.0,150.0,140000000.0,268175631.0,Flop
6.1,181000.0,116.0,40000000.0,87189756.0,Hit
5.7,61000.0,109.0,35000000.0,22126842.0,Flop
7.2,103000.0,95.0,55000000.0,282377683.0,Hit
6.9,254000.0,106.0,50000000.0,222809600.0,Hit
6.7,68000.0,118.0,26000000.0,38609668.0,Flop
6.3,162000.0,108.0,42000000.0,107645357.0,Hit
6.6,75000.0,103.0,19800000.0,41296320.0,Hit
5.8,66000.0,89.0,50000000.0,161502194.0,Hit
6.7,83000.0,92.0,132000000.0,373515621.0,Hit
6.2,126000.0,105.0,60000000.0,135503748.0,Hit
8.1,53000.0,139.0,,13156856.0,Flop
7.3,27000.0,129.0,,5874883.0,Flop
5.7,24000.0,88.0,,485544.0,Flop
7.3,66000.0,95.0,50000000.0,99783556.0,Flop
6.7,47000.0,99.0,,2193474.0,Flop
6.3,65000.0,108.0,15000000.0,39661919.0,Hit
6.3,184000.0,92.0,70000000.0,217124280.0,Hit
5.5,71000.0,83.0,1000000.0,62882090.0,Hit
7.4,119000.0,106.0,1000000.0,481234.0,Flop
6.2,220000.0,119.0,100000000.0,103039258.0,Flop
6.3,42000.0,104.0,20000000.0,34718173.0,Flop
6.4,18000.0,95.0,,10970.0,Flop
6.4,75000.0,92.0,22000000.0,17669776.0,Flop
7.4,28000.0,110.0,20000000.0,3396345.0,Flop
6.2,73000.0,118.0,30000000.0,87937815.0,Hit
8.0,117000.0,150.0,4500000.0,6566916.0,Flop
6.0,183000.0,108.0,48000000.0,326479141.0,Hit
5.5,108000.0,105.0,100000000.0,117831631.0,Flop
5.9,22000.0,90.0,,101807.0,Flop
6.2,106000.0,99.0,25000000.0,154468902.0,Hit
6.1,99000.0,94.0,8000000.0,45640143.0,Hit
6.6,32000.0,122.0,16000000.0,3819421.0,Flop
6.4,36000.0,114.0,,4070789.0,Flop
6.7,31000.0,119.0,16000000.0,1705908.0,Flop
6.4,129000.0,104.0,17000000.0,138224951.0,Hit
7.0,68000.0,125.0,20000000.0,12007070.0,Flop
8.1,169000.0,153.0,,100370104.0,Flop
6.5,22000.0,112.0,,10084623.0,Flop
6.3,53000.0,108.0,14000000.0,11020402.0,Flop
6.8,74000.0,122.0,15000000.0,36233517.0,Hit
5.7,23000.0,100.0,1500000.0,4381603.0,Hit
6.1,64000.0,97.0,4000000.0,2595622.0,Flop
7.3,79000.0,122.0,22000000.0,89514453.0,Hit
6.9,16000.0,116.0,7000000.0,14618727.0,Hit
6.2,39000.0,111.0,15000000.0,4510934.0,Flop
6.7,118000.0,107.0,11000000.0,78274843.0,Hit
6.1,25000.0,93.0,,6034851.0,Flop
7.2,53000.0,99.0,,3062178.0,Flop
7.5,129000.0,101.0,5000000.0,44779195.0,Hit
6.2,90000.0,117.0,28000000.0,53260230.0,Flop
6.7,26000.0,109.0,,49970.0,Flop
7.4,37000.0,121.0,10000000.0,28641776.0,Hit
7.0,88000.0,106.0,10000000.0,29253166.0,Hit
5.1,10000.0,106.0,5000000.0,17534314.0,Hit
7.0,73000.0,111.0,22500000.0,38176317.0,Flop
7.5,88000.0,128.0,20000000.0,66787908.0,Hit
6.8,51000.0,107.0,6000000.0,3485383.0,Flop
7.0,44000.0,124.0,25000000.0,38483455.0,Flop
7.1,37000.0,91.0,100000.0,596933.0,Hit
6.8,33000.0,134.0,40000000.0,67647013.0,Flop
6.0,52000.0,95.0,,8122990.0,Flop
6.8,56000.0,110.0,25000000.0,29824199.0,Flop
5.8,13000.0,94.0,18000000.0,25419147.0,Flop
4.7,20000.0,86.0,4000000.0,25358716.0,Hit
6.1,68000.0,111.0,25000000.0,39280992.0,Flop
6.4,36000.0,102.0,7000000.0,2433850.0,Flop
5.1,79000.0,92.0,65000000.0,76801179.0,Flop
6.4,33000.0,107.0,50000000.0,80383113.0,Flop
6.4,67000.0,86.0,,492332.0,Flop
6.4,27000.0,108.0,,660241.0,Flop
7.0,42000.0,115.0,19000000.0,5578519.0,Flop
3.1,38000.0,110.0,16000000.0,27405896.0,Flop
6.2,42000.0,81.0,28000000.0,100654149.0,Hit
7.2,98000.0,102.0,13000000.0,54837234.0,Hit
4.2,53000.0,99.0,70000000.0,61279452.0,Flop
6.9,45000.0,112.0,,5218973.0,Flop
6.0,33000.0,112.0,45000000.0,86165646.0,Flop
6.7,37000.0,92.0,,1363964.0,Flop
4.7,41000.0,113.0,2000000.0,64676349.0,Hit
6.2,53000.0,118.0,60000000.0,30800231.0,Flop
7.7,35000.0,103.0,,34949567.0,Flop
6.8,65000.0,92.0,145000000.0,275698039.0,Flop
4.9,49000.0,97.0,20000000.0,100375432.0,Hit
5.4,32000.0,110.0,,7455398.0,Flop
6.4,32000.0,96.0,12000000.0,7257942.0,Flop
6.4,46000.0,103.0,12000000.0,2510007.0,Flop
7.3,51000.0,120.0,,4094339.0,Flop
7.3,46000.0,95.0,,9016922.0,Flop
5.7,17000.0,95.0,2000000.0,615500.0,Flop
6.5,66000.0,97.0,16800000.0,51029361.0,Hit
8.1,54000.0,93.0,,4190884.0,Flop
7.0,46000.0,114.0,,6337728.0,Flop
5.1,20000.0,98.0,200000.0,17835162.0,Hit
4.8,17000.0,77.0,,54985.0,Flop
6.6,24000.0,90.0,6000000.0,15071.0,Flop
5.6,20000.0,84.0,13200000.0,54323210.0,Hit
7.6,51000.0,140.0,,4439481.0,Flop
5.4,28000.0,109.0,30000000.0,5092129.0,Flop
6.5,12000.0,104.0,1000000.0,185147.0,Flop
6.0,4900.0,104.0,,721143.0,Flop
6.7,37000.0,106.0,6000000.0,5670776.0,Flop
7.0,76000.0,95.0,,1897363.0,Flop
6.9,23000.0,139.0,30000000.0,33448971.0,Flop
6.9,40000.0,106.0,14000000.0,31972096.0,Hit
4.5,50000.0,89.0,5000000.0,103687316.0,Hit
5.8,26000.0,99.0,12000000.0,101982712.0,Hit
6.3,48000.0,97.0,10000000.0,18117839.0,Flop
8.1,48000.0,196.0,,4018705.0,Flop
6.4,27000.0,91.0,,469701.0,Flop
6.1,25000.0,108.0,,4633961.0,Flop
7.4,57000.0,102.0,,16887741.0,Flop
5.8,20000.0,106.0,24000000.0,70181428.0,Hit
6.8,7100.0,97.0,,84417.0,Flop
6.0,6500.0,95.0,,73922.0,Flop
6.0,17000.0,83.0,50000000.0,146965787.0,Hit
6.4,26000.0,102.0,12000000.0,26117471.0,Hit
7.1,32000.0,112.0,8000000.0,1828232.0,Flop
6.6,12000.0,121.0,9000000.0,21833967.0,Hit
6.7,28000.0,124.0,,4728401.0,Flop
5.7,2800.0,103.0,,1012804.0,Flop
6.4,43000.0,99.0,5000000.0,2379154.0,Flop
8.1,912000.0,120.0,150000000.0,375658750.0,Hit
7.3,777000.0,141.0,250000000.0,1402809540.0,Hit
6.5,136000.0,119.0,55000000.0,74679822.0,Flop
7.1,370000.0,137.0,190000000.0,1515341399.0,Hit
7.8,539000.0,168.0,44000000.0,156480177.0,Hit
7.3,595000.0,117.0,130000000.0,519311965.0,Hit
4.1,304000.0,125.0,40000000.0,569651467.0,Hit
7.6,386000.0,121.0,30000000.0,84872444.0,Hit
6.9,218000.0,92.0,4000000.0,40423945.0,Hit
7.8,381000.0,130.0,28000000.0,133440870.0,Hit
7.0,593000.0,124.0,150000000.0,1670516444.0,Hit
8.0,729000.0,156.0,135000000.0,532950503.0,Hit
8.0,783000.0,144.0,108000000.0,630162448.0,Hit
8.1,386000.0,118.0,13000000.0,35401758.0,Hit
8.1,641000.0,95.0,175000000.0,858848019.0,Hit
8.1,435000.0,129.0,20000000.0,98690254.0,Hit
6.1,87000.0,96.0,28000000.0,27262374.0,Flop
7.3,286000.0,116.0,75000000.0,107045109.0,Flop
6.3,264000.0,126.0,155000000.0,440603537.0,Hit
6.9,165000.0,105.0,95000000.0,542358331.0,Hit
7.8,876000.0,138.0,245000000.0,2069521700.0,Hit
7.2,230000.0,119.0,,15509546.0,Flop
6.8,393000.0,148.0,245000000.0,880681519.0,Hit
5.6,40000.0,119.0,,4289074.0,Flop
6.9,164000.0,132.0,30000000.0,42972994.0,Flop
6.8,235000.0,120.0,49000000.0,102811889.0,Hit
4.9,87000.0,99.0,2500000.0,5567103.0,Hit
6.9,128000.0,122.0,100000000.0,93920758.0,Flop
6.1,11000.0,100.0,3500000.0,615816.0,Flop
7.1,231000.0,121.0,35000000.0,194564672.0,Hit
6.6,297000.0,137.0,160000000.0,658344137.0,Hit
7.1,205000.0,121.0,55000000.0,203427584.0,Hit
5.4,56000.0,133.0,70000000.0,19652057.0,Flop
7.0,234000.0,120.0,65000000.0,235666219.0,Hit
4.2,156000.0,100.0,120000000.0,167882881.0,Flop
7.4,350000.0,131.0,150000000.0,682716636.0,Hit
6.2,119000.0,94.0,5000000.0,98450062.0,Hit
6.1,103000.0,99.0,31000000.0,107228221.0,Hit
7.6,254000.0,133.0,35000000.0,173567581.0,Hit
7.2,160000.0,112.0,25000000.0,65663276.0,Hit
6.9,171000.0,123.0,53000000.0,99775678.0,Flop
6.6,226000.0,105.0,50100000.0,158762963.0,Hit
6.6,95000.0,94.0,135000000.0,386041607.0,Hit
5.3,182000.0,127.0,176000000.0,183887723.0,Flop
5.8,6700.0,123.0,13000000.0,1767963.0,Flop
6.4,218000.0,91.0,74000000.0,1159444662.0,Hit
6.4,146000.0,115.0,29000000.0,287144079.0,Hit
6.1,219000.0,114.0,110000000.0,473990832.0,Hit
6.2,132000.0,125.0,35000000.0,140795793.0,Hit
6.4,175000.0,130.0,190000000.0,209035668.0,Flop
7.6,295000.0,142.0,40000000.0,165478348.0,Hit
7.1,170000.0,119.0,15000000.0,64191523.0,Hit
6.2,223000.0,119.0,110000000.0,297002527.0,Hit
7.8,185000.0,147.0,28000000.0,201634991.0,Hit
7.2,120000.0,118.0,11800000.0,40272135.0,Hit
6.8,81000.0,103.0,16200000.0,54418872.0,Hit
4.7,40000.0,91.0,4000000.0,52425855.0,Hit
7.4,223000.0,124.0,30000000.0,91970827.0,Hit
7.1,56000.0,119.0,,25003426.0,Flop
6.3,230000.0,131.0,61000000.0,312296056.0,Hit
6.4,620.0,108.0,,34930177.0,Flop
6.0,98000.0,106.0,90000000.0,146936910.0,Flop
7.0,112000.0,95.0,5000000.0,3769214.0,Flop
6.6,110000.0,101.0,20000000.0,36606743.0,Flop
6.7,106000.0,93.0,200000000.0,332207671.0,Flop
7.1,47000.0,119.0,,30229977.0,Flop
6.6,100000.0,100.0,,354835.0,Flop
7.0,145000.0,108.0,5000000.0,58980521.0,Hit
5.3,60000.0,114.0,105000000.0,133718711.0,Flop
6.0,127000.0,100.0,40000000.0,111711453.0,Hit
5.7,87000.0,96.0,35000000.0,82347656.0,Hit
6.6,77000.0,104.0,30000000.0,49263404.0,Flop
7.2,160000.0,122.0,30000000.0,34441873.0,Flop
6.3,47000.0,93.0,15000000.0,16137046.0,Flop
6.7,90000.0,96.0,2000000.0,16810562.0,Hit
6.6,131000.0,124.0,60000000.0,101134059.0,Flop
5.8,52000.0,95.0,25000000.0,29674699.0,Flop
7.5,135000.0,117.0,11000000.0,62402155.0,Hit
7.3,74000.0,124.0,,23459358.0,Flop
6.5,93000.0,117.0,26000000.0,31807156.0,Flop
6.3,191000.0,115.0,68000000.0,215863606.0,Hit
5.7,62000.0,111.0,150000000.0,128388320.0,Flop
5.5,135000.0,105.0,88000000.0,244874809.0,Hit
7.0,93000.0,101.0,10000000.0,4366460.0,Flop
6.6,54000.0,113.0,15000000.0,16322067.0,Flop
6.2,112000.0,96.0,50000000.0,242786137.0,Hit
6.6,105000.0,114.0,50000000.0,71561644.0,Flop
6.4,52000.0,95.0,8000000.0,607595.0,Flop
5.6,53000.0,115.0,14800000.0,117813057.0,Hit
6.5,87000.0,101.0,8500000.0,43709744.0,Hit
7.5,78000.0,124.0,15000000.0,11430025.0,Flop
6.7,113000.0,89.0,80000000.0,474800000.0,Hit
5.7,26000.0,118.0,,1026288.0,Flop
6.9,40000.0,122.0,,663114.0,Flop
7.1,79000.0,123.0,34000000.0,62944815.0,Flop
6.0,54000.0,110.0,65000000.0,34227298.0,Flop
6.1,97000.0,97.0,10000000.0,112983889.0,Hit
6.3,83000.0,103.0,58000000.0,158261424.0,Hit
5.4,64000.0,105.0,37000000.0,26250020.0,Flop
8.0,107000.0,159.0,18026148.0,24548038.0,Flop
6.4,28000.0,125.0,,7545758.0,Flop
6.6,72000.0,101.0,23000000.0,79799880.0,Hit
6.0,64000.0,118.0,30000000.0,105011053.0,Hit
6.3,46000.0,111.0,19500000.0,34854990.0,Flop
6.6,60000.0,95.0,11000000.0,27391084.0,Hit
5.6,53000.0,92.0,30000000.0,6738764.0,Flop
6.2,98000.0,109.0,12000000.0,85512300.0,Hit
6.7,27000.0,104.0,6000000.0,41387687.0,Hit
6.0,51000.0,92.0,74000000.0,325186032.0,Hit
6.5,68000.0,137.0,50000000.0,12951093.0,Flop
6.7,35000.0,105.0,,12975143.0,Flop
7.7,50000.0,116.0,,30692889.0,Flop
7.7,76000.0,137.0,6000000.0,90777.0,Flop
7.7,126000.0,105.0,8000000.0,9074749.0,Flop
6.5,42000.0,101.0,,3224947.0,Flop
7.1,89000.0,123.0,35000000.0,48623572.0,Flop
6.9,30000.0,102.0,2000000.0,1775133.0,Flop
7.6,37000.0,97.0,,5274664.0,Flop
7.3,123000.0,123.0,35000000.0,61181942.0,Flop
7.1,28000.0,88.0,100000.0,828874.0,Hit
6.4,26000.0,104.0,8000000.0,37461274.0,Hit
5.3,50000.0,97.0,10000000.0,53329150.0,Hit
6.7,4500.0,105.0,,3778938.0,Flop
7.3,68000.0,90.0,8000000.0,5659286.0,Flop
5.9,20000.0,93.0,,38348.0,Flop
6.4,22000.0,108.0,6000000.0,422746.0,Flop
8.2,75000.0,163.0,9400000.0,,Flop
5.0,13000.0,98.0,,30810658.0,Flop
7.3,56000.0,109.0,11000000.0,61619773.0,Hit
7.4,88000.0,106.0,23000000.0,46152800.0,Hit
7.3,81000.0,102.0,13000000.0,35259653.0,Hit
6.6,32000.0,122.0,10000000.0,85978292.0,Hit
6.2,6800.0,105.0,,282083.0,Flop
4.9,56000.0,93.0,35000000.0,95437994.0,Hit
6.3,12000.0,103.0,3200000.0,5425148.0,Flop
6.2,37000.0,96.0,2000000.0,11122090.0,Hit
5.8,20000.0,101.0,,92166.0,Flop
6.7,15000.0,79.0,600000.0,7205073.0,Hit
7.3,32000.0,158.0,,11350917.0,Flop
5.3,19000.0,122.0,10000000.0,3334927.0,Flop
5.5,69000.0,107.0,60000000.0,47275717.0,Flop
6.7,7100.0,92.0,,7452512.0,Flop
5.6,43000.0,95.0,,1663165.0,Flop
6.4,77000.0,106.0,12000000.0,33213241.0,Hit
5.7,38000.0,106.0,,17671101.0,Flop
6.3,65000.0,99.0,,5261595.0,Flop
7.2,53000.0,108.0,10000000.0,12252684.0,Flop
5.2,40000.0,96.0,,72629670.0,Flop
6.0,29000.0,98.0,7500000.0,381839.0,Flop
6.1,29000.0,101.0,16000000.0,2084628.0,Flop
7.2,82000.0,103.0,7000000.0,17986781.0,Hit
7.8,38000.0,100.0,,3169553.0,Flop
5.2,49000.0,87.0,35000000.0,51380201.0,Flop
6.2,66000.0,98.0,15000000.0,61548707.0,Hit
8.0,79000.0,163.0,,121126188.0,Flop
6.3,7200.0,92.0,,108846.0,Flop
5.8,40000.0,115.0,40000000.0,24177137.0,Flop
6.4,68000.0,101.0,25000000.0,52395996.0,Hit
4.8,3500.0,121.0,5000000.0,4842699.0,Flop
6.4,27000.0,134.0,,5497104.0,Flop
7.1,51000.0,105.0,36000000.0,157029618.0,Hit
7.4,36000.0,129.0,17000000.0,45710059.0,Hit
5.8,10000.0,99.0,,13603453.0,Flop
7.1,43000.0,88.0,99000000.0,246233113.0,Hit
5.5,11000.0,106.0,15000000.0,3394174.0,Flop
6.1,15000.0,110.0,25000000.0,906995.0,Flop
5.0,18000.0,92.0,90000000.0,234798636.0,Hit
5.2,42000.0,83.0,3300000.0,38356892.0,Hit
5.8,22000.0,107.0,17000000.0,42426912.0,Hit
6.9,37000.0,127.0,26000000.0,27972023.0,Flop
7.7,58000.0,108.0,81200000.0,97571250.0,Flop
6.6,12000.0,109.0,11000000.0,1160724.0,Flop
4.3,20000.0,81.0,100000.0,42964410.0,Hit
6.1,9700.0,87.0,,121827.0,Flop
5.9,17000.0,89.0,,35275.0,Flop
6.7,11000.0,104.0,,4765472.0,Flop
6.5,7300.0,120.0,,87768.0,Flop
6.9,44000.0,84.0,2000000.0,1295574.0,Flop
7.3,29000.0,106.0,,3072991.0,Flop
6.3,31000.0,88.0,800000.0,143658.0,Flop
6.6,4900.0,96.0,,1505434.0,Flop
4.2,7500.0,118.0,5000000.0,2333684.0,Flop
6.8,4400.0,122.0,,98932.0,Flop
5.4,6500.0,97.0,2000000.0,2801508.0,Flop
6.1,21000.0,107.0,28000000.0,8527658.0,Flop
5.4,33000.0,91.0,35000000.0,14431253.0,Flop
5.1,38000.0,93.0,14000000.0,13081651.0,Flop
6.7,27000.0,93.0,,67069.0,Flop
6.1,16000.0,79.0,,1110522.0,Flop
6.6,19000.0,90.0,1000000.0,14659448.0,Hit
5.9,23000.0,101.0,18000000.0,41325328.0,Hit
7.0,30000.0,106.0,10000000.0,10835752.0,Flop
7.5,46000.0,107.0,,6659121.0,Flop
6.9,62000.0,104.0,11000000.0,29355203.0,Hit
6.0,465.0,113.0,,3191168.0,Flop
4.4,35000.0,94.0,30000000.0,107588225.0,Hit
7.5,24000.0,94.0,,4235959.0,Flop
6.5,14000.0,120.0,3000000.0,73256266.0,Hit
6.0,19000.0,127.0,65000000.0,122606884.0,Flop
7.1,32000.0,91.0,,14430249.0,Flop
5.7,35000.0,118.0,25000000.0,48782670.0,Flop
5.9,625000.0,123.0,175000000.0,746846894.0,Hit
6.9,191000.0,132.0,90000000.0,162360636.0,Flop
7.8,694000.0,147.0,250000000.0,1153337496.0,Hit
6.8,249000.0,123.0,160000000.0,439048914.0,Hit
8.0,932000.0,108.0,58000000.0,782836791.0,Hit
7.5,628000.0,115.0,165000000.0,677796076.0,Hit
7.3,446000.0,117.0,9000000.0,278454417.0,Hit
7.4,220000.0,106.0,20000000.0,208314186.0,Hit
7.1,235000.0,88.0,9900000.0,157830487.0,Hit
6.8,21000.0,89.0,,5401447.0,Flop
7.6,289000.0,107.0,150000000.0,644411850.0,Hit
7.9,621000.0,116.0,47000000.0,203388186.0,Hit
6.9,404000.0,144.0,178000000.0,543934105.0,Hit
7.9,201000.0,118.0,5000000.0,23123592.0,Hit
7.0,234000.0,122.0,185000000.0,343471816.0,Flop
7.1,140000.0,108.0,75000000.0,634208384.0,Hit
8.0,527000.0,128.0,30000000.0,448906865.0,Hit
7.3,242000.0,134.0,40000000.0,321788219.0,Hit
7.0,364000.0,116.0,110000000.0,303144152.0,Hit
8.0,450000.0,108.0,150000000.0,1024121104.0,Hit
6.1,101000.0,114.0,115000000.0,164989338.0,Flop
8.1,457000.0,139.0,40000000.0,180563636.0,Hit
8.1,123000.0,145.0,,37767206.0,Flop
7.3,126000.0,144.0,50000000.0,69411370.0,Flop
7.5,248000.0,116.0,22500000.0,30311857.0,Flop
7.8,572000.0,133.0,200000000.0,1056057720.0,Hit
6.4,655000.0,152.0,250000000.0,873637528.0,Hit
8.4,215000.0,106.0,,358180115.0,Flop
7.1,141000.0,95.0,145000000.0,521170825.0,Hit
7.4,294000.0,116.0,50000000.0,62788218.0,Flop
5.2,171000.0,120.0,165000000.0,389681935.0,Hit
7.0,64000.0,99.0,,3096815.0,Flop
6.7,160000.0,127.0,110000000.0,296482446.0,Hit
7.3,422000.0,132.0,180000000.0,814044001.0,Hit
7.6,181000.0,118.0,,92764199.0,Flop
5.5,87000.0,107.0,40000000.0,312242626.0,Hit
6.3,62000.0,113.0,31500000.0,38803993.0,Flop
5.8,72000.0,91.0,35000000.0,81093313.0,Hit
6.3,124000.0,86.0,17000000.0,119100758.0,Hit
7.8,209000.0,127.0,25000000.0,236225193.0,Hit
6.1,181000.0,89.0,19000000.0,140705322.0,Hit
6.5,176000.0,112.0,45000000.0,173185859.0,Hit
7.6,211000.0,102.0,12000000.0,37879877.0,Hit
6.0,93000.0,108.0,10000000.0,118587880.0,Hit
6.7,209000.0,117.0,144000000.0,229147509.0,Flop
7.3,271000.0,128.0,44000000.0,155160045.0,Hit
6.2,87000.0,117.0,7000000.0,3377430.0,Flop
7.4,284000.0,111.0,4000000.0,65336603.0,Hit
6.6,213000.0,123.0,120000000.0,415484914.0,Hit
7.8,257000.0,137.0,9000000.0,78988148.0,Hit
6.3,166000.0,107.0,50000000.0,216972543.0,Hit
7.1,188000.0,114.0,40000000.0,86234523.0,Hit
6.2,168000.0,110.0,180000000.0,356700357.0,Flop
7.2,104000.0,161.0,46000000.0,23834809.0,Flop
7.0,40000.0,163.0,,2290649.0,Flop
5.4,110000.0,127.0,140000000.0,150680864.0,Flop
7.9,118000.0,101.0,,23915910.0,Flop
7.2,134000.0,115.0,25000000.0,24121245.0,Flop
6.2,165000.0,121.0,75000000.0,220021259.0,Hit
6.5,260000.0,129.0,90000000.0,334897606.0,Hit
7.5,68000.0,132.0,13000000.0,9101546.0,Flop
7.4,264000.0,106.0,175000000.0,966554929.0,Hit
7.2,300000.0,103.0,15000000.0,110216998.0,Hit
6.6,83000.0,141.0,30000000.0,19263938.0,Flop
7.3,250000.0,97.0,200000000.0,1028570942.0,Hit
